user_id,name,review_count,yelping_since,friends,useful,funny,cool,fans,elite,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos,text,date,likes,business_id
mgPYyOHC_QETPYvZVK-Udw,David,3,2011-05-01,None,0,0,0,1,None,4.67,0,0,0,0,0,0,0,0,0,0,0,,,,
g_Q2GeBLxHB5hWgniREfTw,Othoniel,2,2015-12-02,y2itxUMJmL0MTr2IAhTI7w,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
wUIpRuhBsulBKFC-SyeSBA,Candice,5,2015-03-26,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
3M9SwxhYHf08pBuZEj4O0w,Joseph,8,2013-09-28,"lvgvoL56AFhMvZVfRHB1tw, lzrAXvEJPKjVvZxBRL9M6w, Mt77SHN1hlI8BaD_guOnng, AiY-jKDyQNYSfAzdZLT9lw, VTLeTnrI-5VRz0sOtl84bA, YZCh5R6OrYf3N_9k4JZ0UQ, 9eusm0xrOMVAkcMDI_7FXw, DjtHC6-nxAbfp05RTSvwJg, 59x8dZ7fqeTdHfjiqK_CfQ, 8CdWtlabmRriaMf6_vA20w, z22f8fMJufDSgsr8vwwX8A, TuUnmfo3rOCqPekT2fPMpg, cCDQb-AtnGuQYCn--Zf6kQ, 9qxQcdRsRk1T1yRdw3DSTw, LgWa6mbK_iXU49-5l6K_DQ, GE-yfec9Bt-R3w0FJgG8ng, ThEdTzgfakBV4D7XX55nqg, _o3mSB0ppwm6mAFnseKP3A, _iyVHfHncqsXq62v4JODJw, MtNsjTZP5y1ApMH18GCOfg, yjPg79ztDPxnDJtivnod8w, ikL3JzxcldYNVuOGtx2RBg, lSo5YUzHcuegbCy9IPgvKg, ZrmKhk8FpflWyel4YMBWBA, vMD02MiMeviuhX8TaMYk8g, FDOhRb4zw7ogWhq_vhEQtQ, Wq1DWvYwXiKL51qqkYADKw, vbI4KrT4K73RqC4ioljD6A, YZDw7MrQ0-RBWw2OTY9Gjw, Ck8gWZ46f3zGUd3LmO9lvA, n_iIOjFyRAKLp8wPAbDE5A, Qqtb_BDbd8J5rSx2f71GsA, 4L5iR3poZ5Ya0Z1eQJMujA, k2iwH5dsa1dPEm6wK8X7RA, k-06sB2zFQk7x9CUHyLNuA, w3bCMisU_qnWZnkxSq6GqQ, hNNULYi_lGvMzOC-1M2Ndg, ywIKqzzA7YG02dVq3hWfJg, GFohbtyaY-R2wwSxwZLmmQ, uHmOM1EOA4sYmhCs1x7iqw, L8WraPy1DQq_LNm3XftCFg, nD0mRiA_kgK7i0ePApRM5A, ML4ybyRt_4j0J9lDft7NIA, qYhcQJ_oXwTJZiR-GwEkaQ, F_DLPXcbMOjmdtBDQxa-mQ, 2qYIDFBbZTsgHZAP6fCKlA, lhq8YIxHRmWNCe_4jZXu3g, bPkFUzSIURKgj958Lkln5A, MK4X-ERjzBOnJJ9XEmRGXQ, jlVTWCvwHF3v_fMmXIrq5w, NwXNCgErcEEwR-zmUD7JGQ, EVQi41k2bkuhPzpamuOu9g, 4oglcTNpVBjQYqCtuYR4cw, Uw7UoavW2jJhR2xj6I2eQg, n2pguI4FxM_FC19-2CslDQ, 2rwxBcQ6EP8DZ-iwt0pCKQ, He6keW9NUYA62AioTaHCqQ, NX3sWY5WqlD4DcSvpjZiDA, iCzpJq7GkbWiIZ8v9EvHcQ, SOf-BcE7typK0O4Pd1SWDQ, 4GdK7nmmDcgZUeQcePZAUg, I3jPJ4KZFx2syWKF88hYmg, KZMyVh1TSr9H2L7i7QTa2A, k2Zka5sp8DHhGmbZx5FgzQ, 3yWdwAZltXoBxqG9d-Vg2A, TKsHkR77FW2wXNmEPch-3w, -uf13PSrmVDQBXQFv_zhUA, owRd6_DuhFaFE04dYfQFxQ, 1qxo2x5nuhLBvudwG1N0WQ, YQ4XKGY-DjVPlom0CBIClw, saljO40V-_80O0cYh5kvUg, aSk6Tc83qWMZeQa4X1jhKg, JUrkZ9o9oheGbpn38SGd3A, v94_o4CxG5f3B6Dsmf7Ohw, aPXCAyhlFGStjcXGk8IKXg, 8oNI7Bz71OF_VFCIqWVBvA, UdgRzjX6rsqnWL0_85w6bw, Wm0QvAabntMQhzDlgthsMQ, Hu4TqyRuug1haNlp5B1Iog, SdQUiaL-FKeKe109HMz9_A, t5bToBH5dfXCWiSL9VNChQ, vEMeSspmBtN8btFmxPlQrQ, X35xPgA_KF9NRIi547oOkA, ulH-ViXwV4LPPm4RdJ_d6w, FKL6FmtlfnHLK_76w3yUkg, MDAqS8unKV2wGZ-0kExOig, BJl740Ad4mQqv_-3dmkoLg, b5RYlla2KvK-ZU3_GpZA7A, socxXbJ-Q3p_4CUDQJk9zA, S4VDBlH9qA_WCUHZF5vPFw, aCF06TMXxUrv6eBu-V2VPw, i_DHoTtQyAzK5fGrctOJHg, iZZW4wzr3wZ_0el1QkLuOw, aL-BnoPUtpZ5v19ssebYQA, xmLiPRJc22AlNljOmKIOBQ, -RhH_vmgSO3BlVjbX6CZiA, s5kEPpAdZsE8HzUK789Ujw, NHMO1D_-MKT68YElcAkOQg, zeKFYCibWg6sr-o6VVjbHQ, myx2o8t3RubJk1fhnJddQQ, InOnkpBTuxeZmxlXiBa8dw, 4SFYWinXHY55pWMecJbQIA, m6wjimETMwNT6GzMd_KMyA, JYl0q_y4fbBu9nkqmsNwOQ, hAaSfK13tyNcWz_1lE5TtQ, 6n3pM3Rm79FnRrUzKNv5sg, zEMjOymp1XzYSdZgdjvk3g, OGdADrX0Bt7a7_uIcAYDYw, b7eP0iK4urO29VdXOFF4YQ, mWNCgKlCO4W6573hoYtxgg, gapFxeHzUks4tK-xt9WJpg, 9OydSjtMEVABQsOVvKgWXg, Xp2XXct9GpDCRqPHJIOKiQ, I0zmRw3Kp2ScJOasQOF9sQ, yzzexxkcDonR9vK6IFxi9A, OmdyN90mPYll3wBBMSecVw, mPyjooT4uOSWRS-g8J9pAw, bWPGJUuVpzPW_7wkOknnQw, uPv7k3spTf5F_sBqU3mEAw, nEEuG1aqIP9zpoIezAHb1g, lkVqGXmYbZZehis1_YUEXg, v9meo8e9GUSQWGr0Bktbpw, 4ss9VcsvuN4KXhLtveENVg, kkYBefCTa-G3iECRoEA2pA, nAm-Z1JHIO0o2MWYdfmv5Q, CXcm2d0klVFXdyiIGCX-Iw, vW8h3z88KwfxUEhqjToAOw, lnT2fAcfgeRR1see9tAq_Q, becgXHzbo9wzEKOCbuWU0w, AXNx9jmwLb2Up9lt1EVG2g, 1aAWCQyhU8RbneC1i_OH8g, Ksh8o4AN9UoLIiNgBepT-w, 6ECO1OPT5OinVG1cLTGv1Q, qxaKZ4pU77KBQqEzMiDUFw, vyTJStF0T9J4t0rWkG-1vA, ukGoB2PJ-J7UtqEsd1UtHQ, PbN1RhSIOODhZjBfUOf71w, njMXJHlzkd4198rmdzXaMA, qCuph3bMh4UhiXm0gtAP1w, KKR-dAD31msPjtqt64SagA, yUtcEmnwDTw1ngTIzDYXHg, rHSRdi4xbQi3LeQYCc9uPQ, I2VyfvS7yv3lzZtrthYdUw, qVzrJXzdwP_yjKSDbHbtnQ, jdUMR_wagElD0XyIkMciqQ",2,0,1,1,None,3.33,0,0,0,0,0,1,0,0,0,0,0,,,,
LRlS34lR_wawZeaU-Iyxrg,Rod,51,2011-08-17,"vwuQi1a38y96v3mP6lBzTg, I9t4oeRVVO-RKM4ceYMOAg, O_GWZZfQx7qv-n-CN7hsIA",39,8,11,0,2014,3.58,0,0,0,0,0,0,0,0,0,0,0,,,,
Pkc5f_Li-kTss1RPatnskQ,Morgan,10,2014-05-18,None,0,0,0,0,None,4.09,0,0,0,0,0,1,0,0,0,0,0,,,,
YElNuTMwXeHy4O4PxGJhTw,Sabrina,1,2017-04-10,"JX_2PMBjBCQs7zZhc1T6Vg, aten9SZ9y_W5zfesJJBz0g, 4tPaVW8XiY0dTqd0M_qD5A, UNGRNHm7GAa1JWrfayXKfw, R2rbJiB3FbV_Ii5OvPgUqA, 4TPznilX17A7uwu10ra9ug, YOGKV87FKaBdgqz7q_hZeg, b3iS2HocUie1EZM220odLA, rKmTrHv9lpFVK7Xz0gzrwQ, cYKiFqaktevGKMx0EccTAw, NKhCkK3phl7agbjRW3jVrg, J5iKeCgHv4sQ6tEep4An-g, WXfhAQD14CMio6h0jTTSDQ, uJ1HYHv4ZymYISdiG2dK1Q, jnM7vCvACnkjRENiBHKHYw, DGQQ0RtYZA75ifhyvKMlZg, p8BoRZt2cFhfSbEa7Vl2Dw, JOEwJ0FiQxdMRLHh5ooCRA, Ysot8Eznz2_-fcVKFN3zKw, QctpctshxY_nRqWtzz1EQA, GDxlEnkvEBCM6b2Or9XMvA, fTsfvHUb9eQ9Xp-leVegxQ, Ba7qcZRelTMGD0njKez8CQ, 4kZWuU9caltVPtzeZ3prRQ, miOc5bKHCoZSY6zMAtJ0KQ, TpRiEewH63cNn5FPVnt_kw, iYno4QOoNS_OuaeuXBTifw, brH_EsRMFyWEFVXOo7NIvg, 5Yb876BFG35gFmd-cCqE6g, e0Wg5uEKH0wrWM3WfFfbXw, vVIpkwLmfa8-a5sQ2yCDiw, h7xrhsJVKXZEjsvtG03Iwg, IV-L3RLN3dgrfX4aeiHLXA, LOK_Ju6lawLC75ClefnuJA, Tg_jVdR6PaE_SW1jM9ENeQ, VD-ntNpu9LCXELqmZthobQ, xRExlYaxdhumXC3VwVhuEw, bG-o1gOTNXMuER-GQXK3cw, RcBsKJF8HR4BeREJfXJxfQ, QvY5eOKuhDGfXF5Ov6IcGg, ezaK_lg6ZmrIAH_LEYvspA, jJDEwznWHQIaT4Z0lIFl5A, VnlwmzFg7yJtmwLr9UOtZw, qyba3JJx9hKmhAJT4Ex6Qg, inwdhzp62G97RA3Pr5k97g, TutF24O53ptik-OeqCU__Q, Ug8KsMTPm4TMu_-wzzTSrQ, 9P2oJ-i7AlmeU6Bfdxfm8A, tH_X6fUFdYyTl35tGYNZ4Q, CNiWVbKEJzS0bHOzkMnoog, Wf4NaLE_AioJcDzT_OGPng, hmkVtottwq_mkwEhuOoKGw, lk7uG9NtsG3UmKgBLphcFQ, -h7P03t2l-bUl2j06spOgg, kXueMDa5ELA4Ow6JVGakNw, gJxdd4Y6-XiRmH--tB9I0w, Td99KLu-OfPfA91rmfassA, oq3Nkco08k4rbqk7AP2h-A, ilUV00lXKZprPuJ1vI_9Wg, JARo6mWeJ7CPhzv1XBpvcg, jMcbFucUIuqa9e3dHAnZlg, _6r7eXChoQ7txqVwCUuBkQ, lfqzPt7DZW8B11XdNcropw, 9C3dPOaooSiKG1eUfArlTQ, uRyWoicAmceO7Z-kk6jFzQ, 1Pl5KKs-rJ4DJnTv4uSWMQ, SRPcJlG7DPutALa82bbP7Q, d4sTJN-Kdz4-iMl5T2Cmog, spZaG66u6W0RBOPf3V2aMQ, EyNBALZnJAfR1SkRRprEbA, rwW7jpM49MuYvhAOf3gKbQ, _Gv5UZj7ybow-nJ9qLkTgw, PeOGqOWQ7bdgQDpGEaReOA, 2YUPCax5cvLAzrGbpUnuwA, PQQJimjxp1o7EgiVsddkvg, MM34qrhJQYf0vQe6bw7BXw, D2rAn12Lyi_uJlt8xemYwg, 5WQ5Cd4AuPi8g47YJH1fOg, axxnhyZ0mpIkLCkIqLCt9w, _09l6Dg43w5Q4gJT2u2oeg, VOVWI4qQHXzWdBOEmO__9A, TRquUqn5CnuOupfTeL8uew, 9N9r0VFSoGb8PQ-CjCESSQ, 90jCvcJApnYGxdmrmTOqBQ, wJGCamNFSV3H6FX2B5-e7w, SZHnGmyWGoeFYCFDjYBAEA",0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
QqvmNLvnQcy3xzDUs07xgA,Lora,35,2012-04-04,"_JRPZuFKHHYOjj-zV_sgPw, -WyLp8dC_4N-bjdM7zI5lA, WiCx_tElopnPRDw_3j1A3Q, lnC2nk5URjNHdF5T2HBJQw, cwrYvhW9Q9k9XqNfUuumHA, nANQHY2noVMuJEWG6q5iyw, T1JZiVY-XjKkjiOEv71_9Q, t4U2Pfm3IW_jD1q-nLqvTQ, RPZRxy1WUTxpQrZrzCT8Lg, 6qS31DCUnZM2p34mr24_vg, lN-iESwHS4wWbhEhftojow, WHwRgiLjO1Qmuiy3yBEoqw, GWmAqLRxI1hT5pIndcwRYg, CiyISFfHtPeZf86EIvDPuA, LGfZCDM4Lb6V0vP-ZmU4dg, Cw2G6tVamTYeiykwIflwbw, 7jyW3J-z0q2JrMnLSvlz6Q, COFycLRLMkJV1G4bwFd0jQ, h5BZDckvIIW7sLyEOtmmdA, pcKbhchS7K8ljfv-081r9g, yzt3fUwaN9rlC-kbRP8QHA, lgo7u9_TKrt21gMriNIU0w, SMK4tZ-eGueqEoA9r_dMjA, v6gVztKAes4q-G4E0cVW3A, L_u1iBSJOphH-vkFqiWnOA, Z_KLCuG_LfF094ecmuPa3A, sbpRs330cFwdLDdm40fe1A, p3lRDVLJ-KHmxQaQmJrNxA, rIxZlQwdRXGzVkjR0sTE8g, QC2UqzBh31lskr7Xv1LjZA, fTEdqFtWF8J4lV1lj0GGrg, 0Cc64Vi_ROG2yRzmynkahQ, EeL1F-eaJeVU0QQHuBINIg, O9O7ZtDQyUqTe4iByOuikA, 2Gm0mbtN_5zLOBczJ295rA, HrgkJgdZKMFEvecmNYpoHw, Zra8oXImPE2wG429y-MQ_A, 40mn29vQHGuaLyLL7GA51Q, v7KtgBqgSMNCxtvya1nRQw, qyapPOrxMiLYx4t6wiF1IA, 6fpGbeJ6Kik7P1Tm3-7IUw, AZSgbVHf3GojmCZWHCEv-Q, hrratMuQoR-D54YpsAAL3A, 9U6Ls6YD2q8VAXLhoklqVg, yFJ2V2o7cUsFLUfaLoYvaQ, ElLRpK7crPRaa9pPAtV1QQ, DC-4mlwbzluCbqjz4z9Oiw, GGTFEg2THQaB-BJx02G9lg, kLqHkenSH1FuWWS3lDZFnw, SfH6tSiPKyLYWushW5o-MA, ljVCilZb4ZJWo1m6r2tA4w, 3nW1vHAk76yzMnguSl-vyg, _oDJfTw9u5iBT5Ygylo_YA, 60K40RoF0EUH9ffYAt4qDg, pvEq1yrZDKzz1N5X_6Uh6A, EHlOTU_WG61jZiUAo1sQPw, 39J9KJJE23eLZRRCA-R90w, _V2OA7nlAeFoXNBWXXesHA, tQVCkZrqjLy9uxg9Xlz6Qg, BplN5INZidn9QnFGApJxgg, 1XPjUCuEby8WrBZURQoyYA, hBwb_F3EMA0ZiSQV6ddOHw, V1JPF9RDe4G_fG7Pu0JJcw, nXvnmhah3cGG3BlIQf8TuQ, kNn7qGxqxAftCXJIg-TkiA, grtyahtviEh1LOGaOTgsLA, 8FlKwbqupcnYCbgectylwQ, Ok7rFWC4rm5_2l4C4jcB2A, JSkLTF6UIlwW-w7AiZ68Mw, ucv22ShHx_KRKsDPzE6lqg, 2nt2adZC36xL0BId-M-KTA",14,14,1,0,None,3.87,0,0,0,0,0,0,0,0,0,0,0,,,,
XnQNQxlYx-4kp2c_QTFyTw,Aneia,4,2014-11-12,"myjlKZuZB50pgul1WSkuCw, UxiIRp7RIDyHPHuVSrB-Hg, xVUouqEMfBspw_e8T6PTdg, Xi96uUXo6iw-GpZ1FaFlSQ, 1Vr1DQ4yjOR0eERStC6_MA, Jk99Z6k2yHXwQ-uLNTG41g, HJasQCdpzMcS8SmMHlPlvA, 0EhFmBPMhGVyGzF7U0jVZA, qjLkutDNL_kkjc7uww55-A, tIPXKAXh6WOI6bTeP-Pw9w, Zb9NvhRklHe-ASUTsHa96A, PaYxoqJ1kT2sJNyUoMZV6w, Z9UTdsRGXPjAzQwlCtvvVQ, ltUb21ZilinnvIjGbO9FAQ, oRFfSTI7lheLV7AcQh_QqQ, Y2Mnmd9Tc2T8q3CAlyJRsg",0,0,1,1,None,4.5,0,0,0,0,0,0,1,0,0,0,0,,,,
ctanRyI201zx0Tkm_uY63g,Hannah,6,2015-02-03,j51l0y7sUVojGMMERQFXCg,47,0,0,0,None,3.0,0,0,0,0,0,0,1,0,0,0,0,,,,
OUNEfcpIDsgbSSEJOSXywA,Bob,2,2011-07-13,"VWTcMS7sVldSDN8KruKx8Q, xHk8N0d3vVG8_Ly1ibHAgg, ffE2qJI7aD11q82ysrRM4g, 8Y_irXocZdZxLs_qgzpjBw",0,0,0,0,None,4.0,0,0,0,0,0,0,0,0,0,0,0,,,,
YGi5jGcm0CaVyuou8fhdiQ,Marie,22,2015-04-06,S4rPNWxcf7--p8zstZ1QnQ,3,3,2,0,None,4.82,0,0,0,0,0,0,0,0,0,0,0,,,,
nOwP9i0YdC6sO3LYFZ-W2w,Jessica,1,2013-11-05,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,1,1,0,0,,,,
vMC6MoAsF7ysalWVVRqsQQ,Elizabeth,17,2011-07-16,"2AM8sTGmt7rHqvYOIt_q_A, 6vY2eq0hJXHEi_Gjpu97mw, VfBbjMl5cm5LXbuOF0Ce0Q, QC5YSTgFzgi8bj5fENuwhg, XSWsJxItgm_JN4gOuNXi1g, i-5CiVzQAUnMxgp0NjJxbQ, TIlMUAao3ADgF0i504nQyQ, 4RJn3Z-mJjBfb-JznkbbxA, kHmT7HLxmD7EwbD8gnc4LQ, j3sN1l1MJByf55dHIFKMJA, aO0BI8eaUxUd8j2mqU40nA, 5Qrg-r3zaGbOjGQYOotHBw, bfjnutf-pn9oeZo64KnFlA, GXZ5jqnaCdcoYM11pfXoCA, wo9ASp2ZaRzUFZA-ULY54Q, rB53ZW9E5Cvs2DSj4mKDIw, gY7KQs33i15LjULV6GSrHQ, Km7kXd_mr0Lf53PZNTMKlg, sEyaZ6Zf4fYpImBnPM0aWQ, DN0YgFN7S7teowvOC0mwNA, 9DJ2FyxsKgNgUxa-tCRtQw, gfcQtIj9HMLaZy3d7VMoUw, wTTha5nBSDOa8Di7C4ZkuA, pYxQmehqC4J0vW5X8i7zsw, X7oS_33EuOu5WXBY5IV2tA, Nr9DqPA8N07tWSdvzaB7oQ, UtvAkUmxCHBuSB8cOhCPLw, dmhWSx659uvgH09dQHAbTw, 9CEvVzC21U_je9IczcTGdQ, BfJIq779I8xiCOlGv5tCFg, awr65Ew9pX5gJQfODkoj1w, SJvNW7Q1As8-dAAtYKEtuQ, JuSbCIo9b_Jzihq5U1u-ow, 2KcJ8-dw5mNzprAMLEyT3w, N-219nDgPvnUWMDWaE7v-Q, -cF980T9FepNK5zyt9dX4A, 4miimbrViX6nyLXnUDsTdA, OAvaMkDnGR-kRAmU3wrxQg, ywcGZbpuFqdcl_pBKvNWag, O2Rq9zelv8-bkUIYSUhFHg, UExw6Ccq6iZ63OLwzvBvoQ, _UC2byd5dY140QrdGYKMGw, Vtf9TEJwZyV2ZCtbZVhdHg, wnAJ774kNtBr2y72Vut1Dw, i-LAL3qsoljWldlWlDc20A, hLmzuZ2rWcJz5YS03qvHVA, DiNsqc78iMNe9Ih1HQR7cw, F_ipgbypykZnaL4uhzYRDw, Blesbd86tB2cHBb7-fsv9A, 40705jkBO-mMfU05t47egA, kc5ZaFFht8Ge2TK9dNgFnQ, ZHzkadV3rUvSH9NBqXs5pw, 5UhpDlkxhQO3Zm6VCZSDJg, 2XfgxKq-5jcEqcmwzHnp_A, EXkFxyHReUaWkJz3lU4ZIQ, wu67bAxeyOp_XF8yi7mV7A, xm-QhOnI3RpJlMAegv8FTw, jcmFKJTpQC3UTnUl51AFSA, 26MVPCxZMSOHQxtdoPit6w, 1JZdtKTT9LIv2WWk6e7R-A, parvauVCfXBgvoWOFswO1A, 3m8ywRfd_mPqpP6KrT6t5A, AnWDK1CV0E0e9YyaJmeXXw, G9KBDbXeXhhCEthtzVE_cA, A6NFFXV5NLZ_UVMw674V_g, HNWo281EXMjN8PD-ei3iKQ, Y14zE1TXiK3S35i3Rz8TTQ, nX-Kz23YBVtIE6Onbxg8kQ, JvME_1ET0DkKUL-N_tuFlQ, -Y1AevZBPqjcOB9EQsub_g, Ezrl61Vex9dE7sq7RKxDug, Bq0O9mAEiZWlsyTaVZe75g, 0qWzZwssgL9z7ZK3QmPoZA, 9foE0Fx-c13_qlou7lvuBA, EQDcN8yKGgIZU2l9pvr4Pw, 6UY0lHbM1XP0GqDKiKiHUw, HgNinMm0ojyv5gtl2fyCqw, j9n1EdpmwYeXMtiiG6yDbw, pPV0w2gd5nEnCAfwfPcMyg, LhRVHBWvX1Pa7Mik8SxQMA, hbI5LZ6lASB3MVfwJBW0VA, R65V-qwWJV7NsXEtZkmBZA, xk8EhUKuxUFotu62Az7vNg, C648Ysso7ob40gEe57nTyA, 4mKQEfEZRQBFR-PPH2gZSw, V6lk0a_dKZLyAhv3pfnzNg, 2ACLQYCQ68-EbmR3XLHbjg, h2zV2-khaBlJ8yntPT4xUA, eRapWcdfl1ggsPZPgksSPw, RmJXW-z5vTd2fJz46XihMg, ZGvm1Stutplfl0X1I04sNQ, QHkl2J5kqkSMDU3Tz_eTNA, REgRLOVxv3Zgfy8TuXyGkg, sMo-sh6NOTSDfMHLrF96MA, bkjb6rp-NYgpnWRp3SWVMg, cM3DQFDEsVPDh6xG6zoBYw, tuRkcGCeL-RBtPzPzQ0Qow, X1jlKcQwDvg76eFdbuSbYA, WfPYys2L7KzfVyFKBdmmTA, 2SY0KEwxqEP1M6hq1vyUmA, FcBLFtooOj0WHM4gmB3lWg, FQnH66D2u28NwalkhA_xcA, 1QP-rFeiEy2ZYQ4-c0z1Kg, wNcddWNd626svcciwcC34g",18,0,0,0,None,3.53,0,0,0,0,0,0,0,0,0,0,0,,,,
ija4BlVYgOr2FkqHaBfbyw,Jean,4,2013-04-07,None,0,0,0,0,None,4.75,0,0,0,0,0,0,0,0,0,0,0,,,,
2El3Of6gGaFN35kgaNOZQQ,Natasha,2,2014-09-25,7LnzYNx-jNO7UHLnnGX1yw,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
FU_ImUnfQa-m_dOhcktVmw,Tolga,3,2016-03-05,"18d3SL-RRpLRaMFNha6JNw, tRyYC7wMQGaO2PtzKE7gXA, WAoGYQv-dNqtlZWUBXEeFg, PCeCc1sAOv90SmcPSo6FNQ, VbhHHOan8tFLQCgSeXUv4w, dPfyJc_55zeH55H2KT9Rlw, QGbwxNNbBlr_aa5NTcbYmQ, Xt9DnW1G05XACbpZoNG1kA, k4M6NxK8n1BeKz7JGC9qDg, Yg9A6Y1x8eowBmlePo6xYw, 6utmoLK9ypu6NXe48saUZw, jgeVh1ksDYDEbhkmgUGVog, TeflLlheFijqkk73LeEK0g, dKt-Ze1di5JhAmumR3eEbg, YaIL6R9wWwIjCQTTOia-xA, IoPsABWMn34Hm6Rw58bxDQ, l-g4AYoRt_E2mdDrCLf1bA, MKb_ECqYZSeYzs9kT4r_oA, 3lHiMsLgb6kvcNJbjWwqAg, A4dbsJv7xl8q6v_ePJ8nnQ, lCIkTOvqWd0JMzHA140FwA, a00hhDznzgXxxdZjDf29ng, IGRAt7ji_PuK9gDpEkkpOg, iQsStE8pU4LWisN204-wlw, A_-lOETxIReUofIBw1Rhdg, eobYZ8PblsDyA2G4SyD7WA, ld5par4iiaHbzGqFuLnAyQ, 9QDQUpIGRlAR8IS8dcDX2A, -ixd_UB5kUvUSKqmjcgCEA, ovcfi0akSgawzrWkluWIKQ, eQVArBqORJ6adlk9lGGK4A, GwBsqeAor85IAg5KaLJOvw, f90k_GWosbOpAlEizzZQQw, tIWCYjp_Jws0J2oRWRNPPQ, nTXRvzntmRapSbEcuzKDLA, rK6S4eNPuP4-jN0dR1BecQ, 6m8skmGPi50wjEUItGvliA, voVg9IaZMb8ROGmdLGhHgg, vJXjT0lgqJmHhnKMXwzgsw, s0lviqCWBA8pqeIDde3JVA, ZhXaBmWjN7J8oGTbld0n_Q, lWtE3-1A99JlogLIshR1MA, J727m0BLrumXTOO9WLZ5Ow, I-XdsbCRbrOxb8fx8qKZEg, 8qHG8QiqEqpD-jKjYi1-1Q, VRmFif3mvJ7sJCpgtsEbRg, -OYOutjtJ9lBHqVIh9GWeQ, m-u084ripv76La0dL1ymXw, 5Qt59BqEUJcAdtBEP01YpA, ns8VDGERcIrWqNCxsPoOYA, a0hoG64rqIxKQq2YIKI4nA, C-JAsI-tgmf_eRmMXTp9Ew, _8hZ3UVMesW3u1nmOGmsIw, gtwUKwNgo8tdq4YqeJe5tg, Mc1cGQr-0IpctQHbVdbb3A, 3t5PnHPRqnQJ3QNvpVuL_A, BdOCh01sUqZtJxMi716tWQ",1,0,0,0,None,4.67,0,0,0,0,0,0,1,0,0,0,0,,,,
ralzrzj7n7zGl5ZgoL-eYg,Joshua,15,2011-05-29,"idc83qUPOrpSSmqFtZMgSg, 9OCG-fM1nTn7ZSYs7Z1QQQ, UYcMYyjrnlIrsrMSeH_sqQ, GDk2B6HX5MLFy3kdpihHOA, 6U7Lraj1YIXgwQrEenEMhw, 80q7hFiEvJeVdzYc2GRZ8Q, Ks2mW7Ea_XfP9xLUNqVxCw, v1Mj9OZNuHSy1DEdHMLnpg, wzq4B3CE_b44D-94xrzaqw, Wg-AkWxPPZCeYGlfz48oBg, VWip2NkKzOq54oZoyNgFpQ, BjA1QbLBhHFxicQadZI9vA, B5ZDDWZB3GgiJk7i6aaa6w, kTLp0HvQ0rk5PYZeivO2Bg, KnTh2AzH4ePgLXW39MhlPw, 6mXbpoMIMeujG_-0QQieow",5,0,0,0,None,3.73,0,0,0,0,0,0,0,0,0,0,0,,,,
tPKCqm7EfGqa8kdtsTfNWg,Mary,1,2017-12-10,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0,,,,
